account_id,days_since_event,verified_account,fear_score,anger_score,toxicity_score,identity_attack_score,reblogs_count
1403,27.67368947,0,0,0,0.4398409,0.48915586,3
310,27.62773866,1,2,3,0.10739898,0.043839492,1
564,27.62103043,0,1,1,0.2786282,0.36702603,0
51,27.61119988,0,0,0,0.3969567,0.46028158,0
440,27.50984547,1,1,1,0.2855005,0.2949366,1991
501,27.49476347,0,2,1,0.18269104,0.007621558,80
1087,27.39951596,0,2,0,0.30136615,0.37012735,1
1235,27.30500043,0,2,0,0.4826145,0.55044734,0
593,27.28956904,0,0,1,0.1269396,0.104676254,0
198,27.20328772,0,1,1,0.09308127,0.073429056,0
1067,27.14478582,0,8,2,0.8460273,0.5108175,3
306,27.13810539,0,1,0,0.3969567,0.5039629,1
185,27.10088731,0,1,1,0.17458448,0.11744241,0
1700,27.0678323,0,1,2,0.19504376,0.22707681,0
189,27.06306538,0,0,1,0.12260055,0.10221587,0
1170,27.045688,1,1,1,0.075294,0.051580742,65
1083,27.02637328,0,0,0,0.3811502,0.39773783,0
1502,26.99966096,0,1,0,0.25462922,0.17303948,0
753,26.98701233,0,2,3,0.4402136,0.46028158,11
399,26.98156461,0,1,1,0.4475325,0.46028158,1
307,26.98050223,0,2,4,0.6863638,0.49855098,0
432,26.89971233,0,2,2,0.12520397,0.109318495,0
1631,26.87383414,0,8,4,0.16245349,0.22458547,0
769,26.86844969,0,0,0,0.3969567,0.48915586,1
1668,26.75626503,0,0,0,0.0466155,0.027413858,12
961,26.75385315,0,0,0,0.51980776,0.57150364,0
1119,26.73489859,0,2,2,0.5721988,0.5698139,0
595,26.72168748,0,2,2,0.55739564,0.55044734,0
1496,26.71917785,0,2,3,0.36095104,0.2869935,0
170,26.61359715,0,6,3,0.37751234,0.41222036,0
41,26.5995474,0,2,3,0.2412222,0.08583717,0
1244,26.53627639,1,0,2,0.027560094,0.008065533,32
1033,26.52055169,0,0,1,0.085582085,0.09659086,0
1200,26.51781646,0,0,0,0.43475235,0.49855098,0
1493,26.45680378,0,2,1,0.22980402,0.16159154,0
1003,26.41436133,0,0,2,0.11398677,0.10815793,1
542,26.39846388,0,0,0,0.13041082,0.10221587,0
1517,26.16931472,0,1,0,0.09308127,0.009989422,0
1119,26.12919549,0,4,2,0.4014846,0.458714,0
1061,26.03652943,0,1,1,0.6588125,0.2846865,0
1416,26.02312008,0,1,2,0.42349213,0.4006267,0
201,26.01107108,0,11,5,0.3561489,0.4054415,0
1237,26.00492271,0,10,10,0.5140397,0.46028158,0
647,26.00392637,0,0,0,0.035220183,0.028016793,0
682,25.99740733,0,2,0,0.024142517,0.05612817,0
795,25.96100752,0,1,0,0.17025198,0.105836816,0
305,25.84703497,0,3,5,0.6667219,0.36702603,0
336,25.81335394,0,2,2,0.30514878,0.31892163,0
1705,25.81214036,0,0,0,0.4269174,0.14661247,0
553,25.80204758,0,1,0,0.11078331,0.10235514,0
1164,25.79105069,0,1,1,0.46982017,0.5039629,0
470,25.78796362,0,1,1,0.6588125,0.2839175,0
733,25.77659449,0,1,1,0.08083374,0.061130337,0
1523,25.77431153,1,2,3,0.4269174,0.41222036,177
722,25.76681829,0,1,1,0.40060925,0.43256098,1
1594,25.76416593,0,1,1,0.75208336,0.5135796,1
1452,25.72831966,0,2,1,0.15822013,0.036620867,0
440,25.72647168,1,3,2,0.39441586,0.46028158,1769
1467,25.71893794,0,2,3,0.42129645,0.46028158,0
1420,25.70971771,0,3,1,0.4574824,0.41222036,0
968,25.70760808,0,1,1,0.48141238,0.38699543,0
300,25.68836431,0,3,2,0.12520397,0.10221587,0
1204,25.68796345,1,2,1,0.038991302,0.054763943,218
1705,25.64732574,0,4,4,0.44002727,0.4907465,0
1382,25.64219843,0,4,4,0.11305673,0.047706615,0
1297,25.63532637,0,2,2,0.23523538,0.17769934,0
400,25.63344159,0,3,3,0.23379272,0.25309357,0
230,25.61652885,0,2,2,0.14256015,0.1294935,0
759,25.60212531,0,2,2,0.12260055,0.10293542,0
1648,25.59344935,0,5,3,0.25915736,0.2877625,0
110,25.59065691,0,4,3,0.10739898,0.08831879,0
7,25.59009596,0,1,1,0.08083374,0.061130337,0
265,25.58981862,0,1,1,0.081625134,0.06158508,0
1375,25.58898022,0,1,1,0.08083374,0.061130337,0
1686,25.58522727,0,2,1,0.32236105,0.17226285,0
1686,25.58390752,0,4,5,0.3389984,0.2964622,0
1018,25.57329209,0,5,7,0.23198941,0.16587129,0
901,25.56555205,0,1,1,0.16765249,0.2028587,0
41,25.56397876,0,3,1,0.5972042,0.57150364,0
27,25.56274035,0,2,2,0.14256015,0.12735364,0
1002,25.54867014,0,1,1,0.069754265,0.047448806,0
1702,25.54830019,0,2,3,0.50503236,0.3817989,0
1293,25.54785163,0,2,2,0.14256015,0.1294935,0
88,25.54668672,0,2,2,0.15435068,0.13591312,0
41,25.54562406,0,0,1,0.11140333,0.099899694,0
1622,25.52754479,0,0,2,0.1893425,0.17925262,2
191,25.52223696,1,0,1,0.22311419,0.23922618,5
371,25.52223686,1,0,1,0.21241048,0.23163283,18
426,25.52223649,1,0,1,0.21241048,0.23391083,139
394,25.52223296,1,0,1,0.23812068,0.2764353,16
886,25.5218075,1,2,3,0.4269174,0.43256098,85
460,25.51973207,0,0,2,0.13388206,0.1508922,1
1152,25.51888016,0,2,2,0.61223894,0.6637263,0
1027,25.51702263,0,2,2,0.13214645,0.09080041,0
992,25.50974449,0,2,2,0.14256015,0.12735364,0
1341,25.50058294,0,2,2,0.14256015,0.1294935,0
1319,25.49303659,0,2,2,0.6027529,0.3817989,2
605,25.48898414,0,2,2,0.14256015,0.1294935,0
549,25.4852708,0,2,2,0.06896287,0.04925346,0
263,25.44548892,0,2,2,0.14256015,0.1294935,0
1614,25.43382487,0,4,5,0.15048122,0.13805299,0
781,25.14003727,0,2,2,0.4394682,0.5108175,0
866,25.13305084,0,0,0,0.2648175,0.30256465,259
446,25.0940298,1,2,3,0.2786282,0.2839175,40
24,25.023841,0,4,2,0.4645176,0.5039629,0
1265,24.95890149,0,5,6,0.39915034,0.40255263,129
1703,24.8999612,0,0,4,0.3234372,0.2949366,0
443,24.86418527,0,1,0,0.15656179,0.14661247,0
1059,24.84856178,0,0,0,0.3250515,0.36702603,0
590,24.7999599,0,3,3,0.7761081,0.7426507,0
121,24.7891553,0,3,2,0.25915736,0.30256465,0
878,24.778673,0,3,2,0.50789946,0.56445944,0
1326,24.77050844,0,3,3,0.3389984,0.109318495,0
397,24.75277303,0,2,1,0.15822013,0.1232452,0
1348,24.74806618,0,2,1,0.48141238,0.5135796,0
129,24.72547529,0,4,2,0.19939905,0.23618884,0
803,24.6923789,0,2,1,0.15269235,0.12556632,0
1276,24.68183781,1,1,1,0.4269174,0.5075293,1659
1558,24.65576988,0,1,2,0.4421347,0.41975367,0
1377,24.64083226,0,3,1,0.24924077,0.033011556,0
665,24.62227863,0,2,2,0.069754265,0.057037655,0
1050,24.61800392,0,0,0,0.30136615,0.3817989,0
1655,24.61542792,0,1,1,0.35186127,0.10221587,0
1262,24.61121336,0,4,2,0.19939905,0.2331515,0
1622,24.5595553,0,5,2,0.37751234,0.37655997,8
1497,24.55944472,0,1,1,0.27750343,0.30103904,0
1646,24.5506351,0,1,2,0.27047762,0.30256465,0
617,24.54029128,0,0,0,0.11398677,0.14661247,0
913,24.53666017,1,0,0,0.19599396,0.18546575,78
1221,24.53007734,0,0,0,0.165053,0.1808059,0
1186,24.50157766,0,1,0,0.568186,0.56711763,0
1546,24.46497634,0,2,1,0.15048122,0.1035157,0
1123,24.46303935,0,0,0,0.14256015,0.17303948,0
1546,24.43837978,0,1,1,0.09394901,0.04693319,0
231,24.43234891,0,4,2,0.1996317,0.23694818,1
826,24.40974175,0,0,0,0.11398677,0.14661247,0
1123,24.32312778,0,1,1,0.37751234,0.41222036,0
781,24.25842367,0,2,1,0.39441586,0.46028158,0
1523,24.25647226,1,5,2,0.37751234,0.37655997,537
303,24.24431591,0,0,0,0.11150667,0.12208464,2
1450,24.22749659,0,1,2,0.4013387,0.39966375,9
1197,24.11988735,0,0,1,0.1460314,0.17536941,0
699,24.11764046,0,2,1,0.15822013,0.1232452,0
568,24.10971231,0,1,1,0.10089093,0.10221587,0
1303,24.10553366,0,2,2,0.32557452,0.40447855,0
1111,24.08310885,0,1,1,0.081625134,0.078392304,9
798,24.02100795,0,4,2,0.19939905,0.23618884,0
1328,23.97971303,0,1,2,0.36095104,0.39461556,0
302,23.9659105,0,4,2,0.1996317,0.23694818,0
340,23.96516862,0,0,1,0.0926474,0.0775651,0
832,23.90864288,1,2,1,0.52272606,0.58743036,61
1298,23.89559846,0,1,1,0.055026773,0.035331827,0
356,23.89118044,0,2,1,0.14256015,0.10221587,0
862,23.87894816,0,2,1,0.19694418,0.21470967,1
325,23.86849061,0,0,0,0.10739898,0.09659086,0
294,23.84807892,0,1,2,0.4269174,0.46028158,1
1343,23.84348355,0,1,1,0.4398409,0.50588524,0
1363,23.84315784,0,4,2,0.19870108,0.23011416,0
1229,23.8256912,0,2,2,0.6027529,0.4139151,11
1217,23.8126423,0,2,2,0.37751234,0.16801116,0
768,23.77040008,0,6,3,0.24282593,0.27778897,2
1547,23.74877056,0,4,2,0.19939905,0.23618884,0
353,23.74489884,0,3,4,0.1641865,0.052035484,0
405,23.73876514,0,2,2,0.2855005,0.23467018,2
200,23.73381723,0,4,2,0.19939905,0.23618884,0
1354,23.7327458,0,4,2,0.19893374,0.22783615,0
1591,23.72838216,0,4,3,0.2786282,0.18391247,0
1510,23.72736157,0,5,3,0.39842087,0.48949075,0
593,23.724517,0,2,1,0.15048122,0.1035157,0
486,23.72054616,1,8,4,0.2412222,0.28883415,85
673,23.70437166,0,2,0,0.32712606,0.26325142,0
1283,23.70034846,0,4,2,0.19939905,0.23618884,0
1335,23.69722786,0,1,1,0.045873325,0.036620867,0
519,23.68846956,0,4,2,0.1893425,0.22631748,0
1196,23.68010281,0,3,1,0.09872158,0.022188433,2
733,23.67624781,0,2,1,0.147767,0.10235514,3
1340,23.66222098,0,4,2,0.19939905,0.23618884,0
1699,23.66179074,0,0,0,0.037105743,0.026007013,0
1609,23.66062402,0,4,2,0.19599396,0.22707681,0
577,23.65208295,0,6,3,0.30439767,0.37432748,0
784,23.65132459,0,4,2,0.1893425,0.22631748,0
344,23.65008594,0,2,1,0.1460314,0.11047905,0
1476,23.64970301,0,4,2,0.19939905,0.23618884,0
1526,23.61520463,1,1,1,0.032863233,0.017063495,0
263,23.567369,0,2,2,0.1587729,0.19495805,0
34,23.54131289,0,1,0,0.60152835,0.5135796,13
449,23.53365104,0,2,2,0.069754265,0.057037655,0
321,23.53357457,1,0,1,0.4269174,0.50515604,19
1687,23.53157148,0,2,2,0.1587729,0.19495805,0
1624,23.47125381,0,1,0,0.15656179,0.12440576,1
1546,23.43183339,0,2,2,0.069754265,0.057037655,0
1616,23.31325396,0,1,2,0.40891263,0.46028158,0
1492,23.30600889,0,2,2,0.069754265,0.057037655,0
728,23.24482697,0,2,1,0.36095104,0.39461556,0
151,23.23974475,0,3,1,0.19029272,0.2127345,0
1645,23.16209089,0,0,0,0.3977292,0.36273825,0
273,23.14970757,0,1,1,0.10956833,0.14875233,2
1061,23.11131326,0,4,2,0.64447093,0.57150364,0
1021,23.07322593,0,2,1,0.23415339,0.23542951,0
201,23.05900458,0,1,1,0.38434127,0.44690517,0
218,23.05677846,0,5,3,0.3974717,0.30103904,0
526,23.04152602,0,2,1,0.25462922,0.2783691,0
1567,23.03456516,1,1,1,0.4014846,0.44690517,164
1076,23.016237,0,2,3,0.2786282,0.31307843,0
846,23.01591142,0,2,2,0.1991664,0.10699738,0
201,23.00418829,0,1,1,0.45761138,0.5135796,0
1000,22.99967016,0,8,5,0.20195828,0.033011556,12
781,22.99917161,0,4,4,0.39987978,0.46028158,0
964,22.98977161,0,0,0,0.091913216,0.052944973,0
36,22.9751553,0,2,2,0.069754265,0.057037655,0
1419,22.96178105,0,8,6,0.3625127,0.31307843,0
763,22.95946606,0,2,1,0.2524482,0.27171627,0
1419,22.9570151,0,8,6,0.3625127,0.31015682,0
269,22.95023856,0,0,0,0.3561489,0.44690517,0
1378,22.92893162,0,0,0,0.36095104,0.46028158,0
1378,22.92869587,0,1,1,0.47622904,0.55044734,0
1675,22.89223071,0,2,2,0.069754265,0.057037655,0
274,22.8781884,0,0,1,0.08241652,0.06929302,0
852,22.86907603,1,0,0,0.19029272,0.2308735,33
121,22.83686095,0,0,0,0.23739935,0.12208464,0
499,22.80458244,0,1,1,0.54325575,0.57957685,0
397,22.79289424,0,0,2,0.10175867,0.1007269,0
1234,22.7816725,0,4,4,0.13908891,0.10757765,0
1305,22.7282105,1,4,4,0.2854903,0.316,0
312,22.72541101,0,2,1,0.54823303,0.58743036,0
1035,22.71807502,0,0,0,0.43720075,0.35948995,1
764,22.71790131,1,0,0,0.38434127,0.4830652,118
622,22.71629318,0,2,2,0.071337044,0.058401883,0
844,22.68016086,0,0,1,0.024731753,0.007177584,0
39,22.67081659,1,1,1,0.3722269,0.46028158,0
1334,22.64418137,0,0,1,0.7510937,0.5135796,4
735,22.64299942,0,3,2,0.055521555,0.024198212,0
517,22.64162959,0,1,1,0.47772613,0.5485698,0
349,22.63010075,0,3,2,0.33836752,0.38699543,0
1077,22.61896791,0,4,3,0.44002727,0.5135796,0
806,22.6176011,0,4,2,0.4014846,0.46028158,0
12,22.60900133,0,4,2,0.4014846,0.46028158,0
11,22.60251546,0,4,2,0.4014846,0.46028158,0
4,22.59369256,0,4,2,0.37751234,0.45348886,30
1334,22.57496859,0,2,0,0.4269174,0.44690517,2
1618,22.56727418,0,2,1,0.4977744,0.55044734,0
1068,22.52512339,0,0,1,0.05799546,0.050216515,0
837,22.51124703,0,3,2,0.4014846,0.31307843,0
340,22.51100241,0,0,1,0.16331999,0.20483385,0
1093,22.43996884,0,4,2,0.4014846,0.46028158,0
97,22.42112623,0,3,2,0.42985553,0.37953663,0
1016,22.39925369,1,4,2,0.37751234,0.44690517,20
208,22.36868457,0,3,2,0.47886392,0.44690517,0
551,22.27793875,0,3,2,0.09828771,0.07921951,0
201,22.15216564,0,0,1,0.085582085,0.09659086,0
996,22.1089785,0,6,4,0.25462922,0.27778897,0
267,22.08830174,0,1,1,0.4398409,0.4931391,0
728,22.08316733,0,0,0,0.39842087,0.41052565,0
1438,22.0649014,0,3,2,0.54325575,0.48915586,0
866,22.03821536,0,0,0,0.39669925,0.46614665,186
641,21.99069862,0,1,1,0.2820025,0.34974504,0
1260,21.98159407,1,6,3,0.30854854,0.3802808,28
1217,21.94958531,0,0,1,0.085582085,0.09659086,0
426,21.94337372,1,3,2,0.37751234,0.40158966,912
701,21.93203431,0,0,1,0.085582085,0.09659086,0
488,21.91880426,0,1,0,0.112643376,0.10221587,13
1287,21.88185949,0,3,2,0.3389984,0.36873037,0
1071,21.84897718,0,1,1,0.48141238,0.41052565,0
419,21.84609872,0,0,1,0.08241652,0.06795148,0
1703,21.83462737,0,0,1,0.085582085,0.09659086,1
543,21.81895231,0,0,1,0.085582085,0.09659086,0
681,21.79728563,0,1,2,0.5972042,0.5504064,0
1126,21.74850248,0,4,2,0.4014846,0.46028158,10
1655,21.74515488,0,7,8,0.37340668,0.28622448,0
1065,21.72755307,0,1,2,0.09568449,0.04151922,0
500,21.72609663,0,2,3,0.62702215,0.49855098,0
1567,21.71462146,1,3,2,0.47119883,0.44690517,591
846,21.7020469,0,2,2,0.10566349,0.094936445,0
1451,21.69245765,1,3,5,0.37073207,0.3817989,3
161,21.6718727,0,0,1,0.08479069,0.09576365,0
372,21.67177387,0,0,1,0.085582085,0.09659086,0
892,21.67105027,0,3,1,0.44393396,0.29035977,7
707,21.66387981,1,0,1,0.16765249,0.23846684,3
265,21.58710374,0,0,1,0.049089402,0.039972372,0
894,21.57456341,0,0,2,0.11419344,0.1064171,0
1228,21.57104542,0,0,1,0.08874765,0.06929302,0
427,21.56626369,0,1,0,0.034984488,0.019676208,0
1258,21.55228488,0,2,1,0.52139956,0.6007182,0
1258,21.54898529,0,1,0,0.1373533,0.08004672,0
1113,21.54237627,0,0,1,0.085582085,0.09659086,5
1370,21.5397609,0,5,1,0.051810697,0.047706615,0
1561,21.53863869,0,0,1,0.085582085,0.09659086,0
625,21.5290177,0,1,3,0.20572066,0.20088354,1
764,21.52544946,1,3,2,0.45090583,0.4006267,154
1617,21.52544486,0,3,2,0.4274071,0.39773783,0
1155,21.52216753,0,1,0,0.41690505,0.48915586,0
1503,21.51844716,0,0,1,0.085582085,0.09659086,2
588,21.50689663,0,1,1,0.03357032,0.025605056,0
770,21.50625645,0,0,0,0.3057765,0.36702603,0
1494,21.4222928,0,2,2,0.112643376,0.10221587,0
327,21.35462597,0,1,1,0.4269174,0.3817989,0
947,21.28593464,0,0,1,0.085582085,0.09659086,0
364,21.26318069,0,0,1,0.085582085,0.09659086,0
990,21.21096323,0,0,1,0.085582085,0.09659086,0
1021,21.17638139,0,0,1,0.08479069,0.09576365,0
1339,21.17040859,0,0,0,0.11440011,0.18313584,0
793,21.16724711,0,0,1,0.085582085,0.09659086,0
457,21.16221623,0,3,2,0.30716252,0.30256465,0
20,21.15136208,0,2,1,0.32397532,0.4139151,29
465,21.14777406,0,0,0,0.18079062,0.18002926,0
135,21.1464102,0,0,0,0.10956833,0.10221587,0
111,21.13728873,0,0,0,0.09828771,0.083355546,6
325,21.13686664,0,0,1,0.085582085,0.09659086,2
468,21.12933699,0,0,1,0.049089402,0.039972372,0
1524,21.12599757,0,0,2,0.18364124,0.23770751,1
1697,21.12535339,0,0,1,0.16765249,0.23846684,0
1697,21.12348523,0,2,1,0.21508642,0.055673428,0
301,21.11018968,0,0,1,0.085582085,0.09659086,0
806,21.10193587,0,0,1,0.085582085,0.09659086,0
1107,21.08510612,0,0,1,0.08479069,0.09576365,0
1336,21.07433248,1,0,0,0.15932569,0.11744241,107
1466,21.07285833,0,0,1,0.085582085,0.09659086,0
869,21.06413573,0,1,2,0.25084448,0.2803029,0
434,21.0473234,0,0,1,0.085582085,0.09659086,0
1280,21.0414456,1,0,0,0.16245349,0.17614605,167
498,21.03954184,0,0,1,0.085582085,0.09659086,0
27,21.03739398,0,0,2,0.11429678,0.10757765,0
433,21.0308978,0,0,1,0.085582085,0.09659086,0
397,21.0285135,0,0,1,0.085582085,0.09659086,0
